eventid,riskscore
199802210003,4
199802210004,10
199802210005,10.23540362
199802210006,10
199802220001,10
199802220002,9.10191082
199802230001,9.05095542
199802230002,9.68789808
199802230003,9
199802240001,10
199802240002,12.00560748
199802250001,8.05095542
199802250002,9.000976682
199802250003,9.013715542
199802250004,4
199802250005,10.00317422
199802260001,10.13056276
199802260002,8.47133758
199802260003,8.05095542
199802260004,10.05828053
199802270001,13.02669855
199802270002,13.01591308
199802270003,12.52596604
199802270004,10.06760099
199802270005,8.039193242
199802270006,9.0132272
199802270007,8.001953364
199802280001,13.05388547
199802280002,13.05364129
199802280003,9
199803010001,9.25526542
199803030001,9.02596604
199803030002,13
199803030003,13
199803030004,9.02596604
199803030005,13
199803030006,13
199803040001,10.00073251
199803050001,9.00024417
199803050002,10.00048834
199803050003,17.53482189
199803050004,12.11587053
199803050005,9.51298303
199803070001,10.00122085
199803070002,10.06369426
199803070003,10.00293005
199803090001,10.02840775
199803090002,10.08473491
199803090003,10.08375823
199803090004,10.03943741
199803100001,10
199803110001,9.052176272
199803110002,9.05095542
199803110003,14.06047807
199803120001,13
199803120002,13
199803120003,10
199803120004,10
199803120005,9.628609392
199803130001,13.00122085
199803140001,10
199803140002,13.00024417
199803140003,10
199803140004,9.406582644
199803140005,9.06369426
199803160001,10
199803170001,12.00170919
199803170002,3.5
199803170003,4
199803170004,7.00048834
199803180001,10.14012738
199803200001,12.53202858
199803200002,4
199803210001,8.01298303
199803210002,9.616847214
199803220001,10.05437381
199803220002,9
199803230001,12.02645534
199803230002,10.00048834
199803230003,12.00635514
199803230004,12.07134738
199803240001,10
199803250001,12.29830474
199803260001,14.00073251
199803260092,3
199803270001,10
199803270002,9.01273886
199803270003,13.16354188
199803280001,6.56369426
199803290001,9.265032238
199803300001,10.0254777
199803310001,10.04090243
199803310002,14
199804000000,12.0728028
199804010001,4
199804010002,10
199804020001,10.02596604
199804020002,10.00170919
199804020003,12.04531936
199804020004,13
199804030001,9.589904492
199804040001,13.0279194
199804040002,13
199804050001,10.10191082
199804050002,10.06515928
199804060001,14
199804060002,10.08375823
199804060003,10.01542473
199804060004,13
199804060005,13.01347137
199804060006,8.00024417
199804060007,9
199804070001,5.079851506
199804080001,10
199804090001,16.09575614
199804090002,16.08326145
199804090003,12.0254777
199804090004,7
199804090005,7
199804090006,7
199804090007,7
199804090008,12.00048834
199804100001,9.502197534
199804100002,9.51273886
199804130001,4.5
199804130002,9.516401416
199804140001,10
199804140002,13.0254777
199804140003,13.0254777
199804140004,9.00024417
199804150001,8.008069406
199804160001,8.565647624
199804170001,10
199804180001,10.1656051
199804190001,10
199804200001,4
199804200002,9.28025478
199804210001,9.01273886
199804210002,10.07346108
199804220002,11.02866242
199804220003,10.00268587
199804220004,10.3312102
199804230001,10
199804240001,13.06369426
199804240002,13.05095542
199804240003,4.00024417
199804250001,9.12738854
199804260001,10
199804280001,13.01273886
199804280002,13
199804280003,13
199804280004,14
199804290001,4
199804300001,10.0254777
199804300002,10.01591308
199804300003,10
199804300004,9.12738854
199804300005,9.60191082
199804300006,9.51298303
199805010001,10
199805010002,11.09517653
199805010003,4.01273886
199805030001,10
199805030002,4.5
199805030003,9
199805040001,16.2790744
199805040002,12.64012738
199805040003,10
199805050001,10
199805050002,12.05095542
199805050003,12.06369426
199805050004,12.01273886
199805050005,11.50024417
199805050006,15.00074766
199805060001,9.01273886
199805070001,10.01273886
199805070002,9.504883408
199805070003,9.527186894
199805080001,10.0254777
199805080002,10
199805080003,9.536625564
199805090001,9
199805090002,9.51273886
199805090003,8.01298303
199805090004,9.503662556
199805100001,12
199805100002,13
199805100003,10.00097668
199805100004,10.04309997
199805110001,13
199805110002,13
199805110003,13
199805110004,9.00024417
199805120001,9.78049895
199805120002,9.01273886
199805120003,4
199805120004,3.00024417
199805130001,10
199805130002,10.05095542
199805130003,10.00146502
199805140001,9.05095542
199805140002,10.00048834
199805160001,9.0254777
199805170001,9.0254777
199805170005,13
199805170006,13
199805170007,10.02621021
199805200001,9.50048834
199805210001,10.00024417
199805210007,10.00024417
199805220001,10.21847189
199805260001,10.09112534
199805270001,10.1523359
199806000000,12.00074766
199806020001,13
199806020002,13.03968158
199806020003,7
199806030001,13.00146502
199806030002,13.01371554
199806040001,9.0387049
199806040002,9.502441704
199806050001,4
199806050002,9.300807094
199806050003,9.040658264
199806080001,9.004883408
199806090001,10
199806110001,10.15799382
199806140001,9
199806140002,10.01298303
199806150001,10
199806170001,9.167070122
199806180001,13.12812105
199806180002,13.13080693
199806190001,9.319936362
199806190002,9.07643312
199806200001,13.01121495
199806200002,9.01298303
199806200003,14
199806210001,9.03821656
199806210002,9
199806210004,17
199806210005,13
199806220001,10.01518056
199806220002,9.538949072
199806230002,9.5
199806240001,10.00146502
199806240003,10.00024417
199806250001,10.01298303
199806250002,10.01347137
199806250003,7.2165605
199806260001,9
199806270001,16
199806270002,8.5
199806290001,10.00048834
199807010001,13
199807010002,13
199807010003,13
199807010004,13
199807010005,13
199807010006,13
199807010007,13
199807010008,13
199807010009,13
199807010010,9.513715542
199807020001,8.00024417
199807020002,9.013959712
199807080001,12.00304642
199807090001,9.675860258
199807090002,4
199807090003,4
199807100001,4
199807100002,4
199807110001,8.25477708
199807110002,8.01298303
199807120001,10.03821656
199807120002,9.064915112
199807120003,8.01273886
199807120004,13.0024417
199807120005,13.01493639
199807130001,13
199807130002,13
199807130003,4
199807130004,9.50024417
199807130005,8.000732512
199807130006,4
199807140001,9.03846073
199807150001,7
199807150002,9.10239916
199807150003,9.00048834
199807150004,10.0519321
199807160001,7
199807160002,10
199807160003,4
199807170001,4
199807170002,9.08917198
199807170003,9.026698552
199807170004,12.00048834
199807170005,12.00073251
199807190001,4.50024417
199807190002,9.01273886
199807190003,10
199807200001,4
199807200002,10
199807200003,12.5
199807200004,9.05095542
199807210001,6
199807210002,12.00267259
199807210003,8
199807210004,4
199807210005,13
199807210006,12.5
199807210007,8.628121052
199807210008,9.83757962
199807210009,6
199807220001,12.01273886
199807230001,9.014448054
199807240001,9.02572187
199807240002,8
199807240003,9
199807250001,8.00048834
199807250002,8.00048834
199807250003,12.00024417
199807250004,7
199807260001,10.12738854
199807260002,9.01273886
199807260003,8
199807260004,9
199807270001,9.03821656
199807270002,9.026210212
199807270003,13
199807270004,13
199807270005,12
199807270006,4
199807280001,9
199807280002,8.08917198
199807280003,8.11464968
199807280004,12.10264333
199807280005,12.11587053
199807280006,14
199807280007,7
199807280008,13
199807280009,13
199807280010,13
199807290001,4
199807290002,9.5
199807290003,10
199807290005,10
199807290006,9.647208322
199807290007,11.07643312
199807290008,11.06369426
199807290009,13
199807290010,13
199807300001,9.013959712
199807300002,9.527919404
199807300003,8
199807310001,10.01273886
199807310002,9.543099968
199807310003,9.03821656
199807310004,8.038590392
199808010001,14.15286624
199808010002,10.00293005
199808010003,10.07643312
199808020001,10
199808020002,10
199808020003,9.154331262
199808020004,13
199808020005,13
199808020006,13
199808020007,12.03859039
199808030001,9.333896074
199808030002,9.064426772
199808030003,8.24203822
199808030004,4
199808030005,15.63561284
199808030006,13
199808030007,10.03821656
199808030008,19.51439967
199808030009,16
199808030010,16
199808030011,16
199808030012,16
199808030013,16
199808030014,16
199808030015,16
199808030016,16
199808030017,16
199808030018,16
199808030019,16
199808030020,16
199808030021,16
199808030022,16
199808030023,16
199808030024,16
199808030025,16
199808030026,16
199808040001,9.0254777
199808040002,9.001709194
199808040003,9.03821656
199808040004,8.24203822
199808040005,15.00037383
199808040006,15.00037383
199808040007,15.00074766
199808040008,15.00037383
199808040009,15.00037383
199808040010,15.0011215
199808040011,12.00336449
199808040013,13
199808040014,13
199808040015,13
199808040016,13
199808040017,13
199808040018,12
199808050001,12
199808050002,10
199808060001,10
199808060002,12
199808070001,10.04163495
199808070002,20.8301849
199808070003,17.16088187
199808070004,12
199808080002,10.03894907
199808090001,10
199808090002,9.6910828
199808090003,8.65286624
199808090005,11.03626168
199808090006,10
199808090007,9.10191082
199808100002,10
199808110001,10
199808110002,10
199808120001,10.09185785
199808120002,10
199808120003,10.10313167
199808130001,9.5
199808130002,9
199808140001,14
199808140002,9.551932102
199808140003,9.5
199808150001,9.05095542
199808150002,10.42314425
199808160001,9.00048834
199808160002,8.51273886
199808160003,8.51273886
199808170001,10.0041509
199808190001,10.00048834
199808190002,10
199808190003,10
199808190004,10.01371554
199808190005,10
199808200001,10.17512775
199808200002,10.01273886
199808200003,10.01273886
199808200004,10.02596604
199808200005,9
199808210001,11.00024417
199808210002,11
199808210003,9.03821656
199808210004,8.0254777
199808210005,10
199808210006,12.0254777
199808210007,12.00048834
199808210008,7
199808230001,9.07667729
199808230002,8.090392832
199808230003,9.03821656
199808240001,10
199808240002,10.03280281
199808240003,10.04309997
199808240004,10.02621021
199808240005,10.47133758
199808240006,10.00048834
199808250001,13
199808250002,13
199808250003,13
199808250004,13
199808250005,10.15286624
199808260001,9.140859892
199808260002,10.01933146
199808260003,4
199808270001,10.02621021
199808270002,10.00512758
199808280001,8.3821656
199808290001,10.00024417
199808310001,10.23121073
199809010001,9.00024417
199809020001,9.02572187
199809030001,9.52572187
199809030002,9.0254777
199809030003,9
199809050001,13.23609413
199809050002,12.00635514
199809060001,10.02621021
199809070001,12.00485981
199809080001,10.00366256
199809080002,9.01273886
199809080003,10.01640142
199809080004,13
199809080005,13
199809090001,12.01347137
199809090002,12.00024417
199809090003,9.08917198
199809100001,9.05095542
199809110001,9.26751592
199809110002,3
199809110003,13.04676253
199809110004,13.01518056
199809110005,9.01273886
199809110006,12.0011215
199809120001,9.0132272
199809130001,9.05095542
199809130002,12.0387049
199809130003,12.0387049
199809130004,12.0387049
199809130005,9.3821656
199809130006,12.00747664
199809140001,9
199809160001,9.0254777
199809170001,9.01273886
199809170002,10
199809170004,9.013471372
199809170005,4.00024417
199809180001,10.28757989
199809180002,8.0254777
199809190001,10
199809200001,9.08917198
199809200002,8.01273886
199809200003,8.01273886
199809200004,12.0267066
199809200005,9.109235932
199809210001,8.002441704
199809210002,13
199809210003,7
199809220001,10
199809220002,10.00024417
199809230001,4.00024417
199809240001,10.00024417
199809250001,10.01273886
199809250002,10.07643312
199809250003,8.02572187
199809270001,10
199809270002,9.080095676
199809280001,9.0254777
199809290001,9.03821656
199809290002,9.01273886
199809290003,10.00024417
199809290004,10
199809300001,9.00586009
199809300002,8.17834394
199809300003,10
199810010001,4
199810010002,10
199810020001,8.003174216
199810020002,10.20382166
199810020003,9.01298303
199810020004,13
199810020005,13.01347137
199810020006,12.07267983
199810030001,10.00097668
199810030002,7
199810030003,7
199810030004,8.01273886
199810030005,10
199810040001,12.5
199810040002,10.0254777
199810050001,8.026210212
199810050002,9.12738854
199810050003,10.05335513
199810060001,10.14012738
199810060002,9.58917198
199810060003,9.08917198
199810060004,10.03821656
199810070001,10.14134823
199810070002,10.35839709
199810070003,3.00024417
199810070004,3.01273886
199810070005,10.01273886
199810080001,12.01273886
199810080002,9.10191082
199810080003,13.08917198
199810080004,9.1656051
199810080005,10.20724005
199810090001,9.01273886
199810090002,9.01298303
199810090003,5.00024417
199810100001,8.07643312
199810100002,9.564915112
199810100003,10
199810100004,13.00048834
199810100005,13.00073251
199810110001,13
199810110002,13
199810110003,13
199810110004,11.5
199810110005,11.5
199810110006,10.09112534
199810110007,10.02669855
199810110008,10.00048834
199810110009,5.00024417
199810110010,10.03821656
199810110011,4
199810120001,10.0519321
199810120002,13.00747664
199810130001,10.01298303
199810130002,10
199810140001,14
199810140002,9
199810150001,13
199810150002,13
199810150003,13
199810150004,10.0387049
199810160001,12.11464968
199810160002,12.05095542
199810160003,13.0387049
199810160004,11.53821656
199810160005,10.11709138
199810160006,12.00037383
199810170001,9.038949072
199810170002,9.08917198
199810170003,9.038949072
199810170004,9
199810170005,12.00037383
199810180001,9.513471372
199810180002,14.635882
199810180003,12.00267259
199810180004,8.669755998
199810190002,10.01587108
199810190003,4
199810190004,14
199810210001,12.00037383
199810210002,13.0071028
199810220001,10
199810220002,8.01298303
199810230001,8.01273886
199810230002,9.013471372
199810230003,9.5
199810230004,10
199810250001,10.14012738
199810250002,12.62738854
199810250003,13.25477708
199810250004,10.03821656
199810260001,12.01273886
199810260002,10.01273886
199810260003,10
199810270001,10.04798338
199810270002,9.000976682
199810270003,7
199810270004,7
199810270005,13.00146502
199810270006,13.00146502
199810280001,9.01273886
199810280002,10
199810280003,8.963482128
199810290001,10.0254777
199810290002,8.01298303
199810290003,10
199810290004,10
199810290005,9.514203882
199810300001,10.02769213
199810300002,9.57643312
199810300003,10
199810300004,9.129341904
199810300005,10
199810310001,9.01273886
199811000000,10
199811010001,21.03593071
199811010002,10
199811010003,10
199811020001,11.3566879
199811020002,13.01786644
199811020003,13.00488341
199811020004,13.01273886
199811020005,13
199811020006,13
199811030001,4
199811030002,11.60363517
199811050001,10
199811050002,10.00048834
199811050003,10.06467094
199811060001,10.00048834
199811060002,10.03060528
199811060003,8.06369426
199811060004,11.02718783
199811070001,9.8566879
199811070002,9.58229321
199811070003,13.32015195
199811080001,10.01298303
199811080002,10
199811080003,10.01298303
199811080004,9
199811080005,10
199811080006,10.03846073
199811080007,13.08183517
199811080008,10.77388536
199811090001,10.72585999
199811090002,11.54083338
199811100001,12
199811100002,13
199811100003,9.078142314
199811110001,9
199811110002,4
199811110003,10.00024417
199811120001,9.538949072
199811120002,10
199811130001,10
199811130002,10
199811130003,8.513471372
199811140001,9.70382166
199811150001,12.54718852
199811160001,10
199811160002,10
199811160003,9.013959712
199811160004,4
199811170001,10
199811170002,10
199811170003,10.00024417
199811170004,10.01395971
199811180001,12.618388
199811180002,9.01273886
199811190001,10.00366256
199811190002,10.00048834
199811190003,13.0132272
199811190004,13
199811190005,10
199811200001,8.526454382
199811200002,10.01273886
199811200003,13.24425263
199811200004,10.0132272
199811210001,10.01298303
199811210002,10.02250568
199811220001,10.07887482
199811220002,9.5
199811230001,10.01025516
199811230002,12.00485981
199811230003,10.00048834
199811240001,10.02621021
199811240002,10.0774098
199811240003,4
199811250001,10.00219753
199811250002,9.5
199811260001,10
199811260002,10.02572187
199811270001,10.06369426
199811270002,10.05583883
199811270003,13
199811270004,13
199811270005,9.149207142
199811280001,10.0774098
199811280002,10.03943741
199811290001,8.0641826
199811290002,9.20406583
199811300001,13
199811300002,13
199811300003,4.5
199812010001,10.01469222
199812020001,11
199812020002,11.00048834
199812020003,11
199812020004,10
199812020005,9.15286624
199812030001,11.0011215
199812030002,11
199812030003,9.68420403
199812040001,9.03821656
199812060001,5.060722238
199812060002,12.0130449
199812080001,10.53503184
199812100001,10.00122085
199812160001,10.00366256
199812160002,4.5
199812180001,10.10064799
199812180002,10
199812180003,10
199812180005,10
199812200001,9.62738854
199812200002,8.00048834
199812220001,9.00048834
199812240001,12.00048834
199812240002,10.03084945
199812260001,10.17834394
199812260003,10
199812270001,9.03821656
199812270002,8.00024417
199812280001,12.0446791
199812290001,10.3821656
199812290002,10
199812290003,13
199812290004,13
199901000001,9.25477708
199901010001,14.00195336
199901010002,10.00048834
199901020001,10.14545715
199901020002,9.28025478
199901030001,9.5
199901030002,5.051687932
199901040001,9.22266476
199901040002,10.02572187
199901040003,10.00048834
199901050001,10.00097668
199901050002,10.00073251
199901050003,9.001236004
199901050004,5.013959712
199901050005,17.00048834
199901050006,17
199901050007,9.24814248
199901060001,9.50024417
199901060002,12.00411629
199901060003,10.05095542
199901080001,7.02596604
199901080002,10.01518056
199901080003,9.00048834
199901080005,8
199901080006,11.00277999
199901100001,9.00024417
199901110001,10
199901110002,9.00024417
199901110003,12.0011215
199901120001,4.01298303
199901120002,9.501709194
199901120003,13
199901120004,13
199901120005,11.00518615
199901130001,8.001709194
199901140001,10
199901140002,4
199901150001,9.00048834
199901150002,10
199901170001,9.0254777
199901170002,11.01090517
199901190001,10.00024417
199901190002,9.168535146
199901200001,9.565159282
199901210001,8.01273886
199901230001,10.03821656
199901230002,13
199901230003,13
199901230004,13
199901230005,9.05095542
199901230006,7.5
199901230007,7.5
199901240001,11.00651831
199901250001,9.001220852
199901250002,4
199901250003,9.00024417
199901250004,12.00074766
199901260001,11.01293749
199901280001,9.502685874
199901280002,4
199901290001,9.501709194
199901300001,10.00024417
199901310002,8.000373832
199902010001,12.60714446
199902020001,4
199902020002,9.01273886
199902020003,10
199902030001,10.00293005
199902040001,13
199902060001,10.03821656
199902080001,10
199902080002,4
199902080003,8.0641826
199902090002,12.00074766
199902090003,13.01273886
199902090004,11.00074766
199902100001,9.01273886
199902100002,11.00149533
199902110001,14
199902110002,9.641348232
199902110003,9.00024417
199902130001,9.61464968
199902130002,14.00293005
199902140001,13.0296286
199902140002,13.04261163
199902140003,11.0012289
199902160001,9.081316528
199902160002,13.04358831
199902160003,13.03084945
199902160004,13.03060528
199902160005,13.03060528
199902160006,13.03060528
199902160007,13.03060528
199902160008,12.00160273
199902160009,12.00448598
199902170001,12.00149533
199902170002,10.02621021
199902170003,12.00037383
199902170005,10.04871589
199902170006,9
199902180001,11.00261682
199902180002,11.08652282
199902190001,13.00074766
199902190002,8.03821656
199902200001,8.56369426
199902200002,10
199902200003,12.00336449
199902230001,10
199902230002,10
199902230003,9.01298303
199902230004,10.05632717
199902240001,4
199902240002,9.000732512
199902240003,9.05095542
199902240004,9.501220852
199902250001,12.04318791
199902260001,10
199902260002,4
199902280001,13.01298303
199902280002,13
199902280003,13
199902280004,13
199902280005,13
199902280006,12.14498719
199903010002,10
199903010003,5
199903010004,11.01273886
199903010005,11.01273886
199903010006,9.00048834
199903020001,6.013959712
199903020003,12.06518959
199903020004,12.02621021
199903020005,9.031028038
199903030001,9.05095542
199903030002,6.0641826
199903030003,13
199903030004,10.01664559
199903030005,11
199903030006,13
199903030007,11
199903030008,7
199903040001,10.01347137
199903040002,11
199903050001,9.014448054
199903050002,10.05339712
199903050003,9.186356195
199903050004,9.001465022
199903050005,9.00048834
199903060001,10
199903060002,10
199903060003,11
199903060004,11
199903060005,8.00024417
199903060006,13
199903060007,13.00024417
199903070001,10.13853638
199903070002,9
199903070004,15.00149533
199903070005,15.00149533
199903070006,3
199903070007,8
199903080001,14
199903080002,13
199903080003,13
199903080004,13
199903080005,9
199903080006,8.01273886
199903080007,8.0254777
199903080008,8.0254777
199903090001,3.00024417
199903090002,10.04432082
199903090003,10
199903090004,9.141348232
199903090005,13
199903090006,13
199903090007,13.01542473
199903090009,9.00048834
199903090010,9.000732512
199903090011,10
199903100001,6.026210212
199903100002,10.01469222
199903100003,11.00149533
199903100004,9.066380134
199903100009,16.00024417
199903100010,16.07814231
199903100011,16.00048834
199903100012,9.013715542
199903110002,10.03968158
199903110003,8.0132272
199903110004,13.03907873
199903120003,10.01719626
199903120004,9.091125344
199903120005,8.00024417
199903120006,9
199903120007,9.021040654
199903130001,9.05095542
199903130002,9.00024417
199903130003,8.00024417
199903130004,10.16707012
199903130005,5
199903130006,13.06072224
199903130007,12.03036111
199903130008,8.0254777
199903140001,10
199903140002,8
199903140003,14
199903140004,7.01298303
199903140005,9
199903140006,4
199903140007,13.01395971
199903140008,7
199903150001,9.01273886
199903150002,9
199903150003,10.0254777
199903150004,10.06613596
199903150005,13.00122085
199903150006,12.00122085
199903150007,10.00024417
199903160001,8.0132272
199903160002,9.0254777
199903160003,10
199903170001,10
199903170002,9.01273886
199903170003,8.0254777
199903170004,4
199903180001,10
199903180002,10.00097668
199903180003,12
199903180004,12
199903180005,9
199903180006,9.409108342
199903180007,9.00024417
199903180008,13.18080173
199903190001,8.03821656
199903190002,4
199903190005,10.84068034
199903190006,15.00523364
199903190007,15
199903190008,15.00037383
199903190009,15.00224299
199903190010,15.01410453
199903190011,15.00934579
199903190012,11.01273886
199903190013,11.01273886
199903200001,13
199903200002,13
199903200003,13
199903200004,9.052664614
199903200005,12.05095542
199903200006,9.03821656
199903200007,12.01347137
199903200008,7
199903200009,4
199903210001,10
199903210002,9.00024417
199903210003,5.000732512
199903210004,4
199903210005,6.092834536
199903210006,14
199903210007,11.00257137
199903220001,13
199903220002,7
199903220003,7
199903220004,10
199903230001,9.02572187
199903230002,10.00024417
199903230003,9
199903230004,9.038949072
199903230005,12.00074766
199903230006,12.05427181
199903240001,10
199903240002,10
199903240003,8.10191082
199903240004,10.0254777
199903260001,9.015180564
199903260002,9.00024417
199903260003,10
199903260005,9
199903270001,10
199903270002,8
199903270003,11.03981929
199903270004,7.014448054
199903270005,8.53821656
199903270006,10
199903280001,9
199903280002,10
199903280003,4
199903280004,10
199903280005,9
199903280006,10
199903280007,11.00037383
199903280008,4
199903280009,9
199903280010,10
199903290001,8.052420442
199903290002,6.08917198
199903290004,9
199903290005,3
199903290006,10
199903300001,9.0641826
199903300002,9.001220852
199903310001,17
199903310002,11
199903310003,10
199903310004,14
199903310005,9.00024417
199903310006,9.085405082
199903310007,10
199904010001,4
199904010002,4.5
199904010003,9.51298303
199904010004,7.39490446
199904010005,8.618992266
199904020002,4.5
199904020003,8
199904020004,9.56369426
199904020005,9.500976682
199904020006,1.5
199904020007,9.5
199904030001,10
199904030002,12.50185401
199904030003,7.514448054
199904030004,10
199904030005,9.51273886
199904040001,10.00048834
199904040003,9.02572187
199904050001,4
199904050002,9.5
199904050003,9.001121496
199904050004,4.530361108
199904060001,8.565891794
199904070001,7.01298303
199904070002,10
199904070003,10
199904070004,10
199904070005,9.5
199904080001,4.526698552
199904080002,10
199904090001,10.00024417
199904090002,10.00073251
199904090003,9.05095542
199904090004,10
199904090005,12.01881968
199904100001,10
199904100002,9.01273886
199904100003,13.00097668
199904100004,9
199904100005,10.00024417
199904110001,9.05095542
199904110003,9
199904110004,13.02865192
199904110005,10.02914026
199904120001,12.01196262
199904120002,11.16832128
199904130001,4.50024417
199904140001,10.07643312
199904150001,13
199904150002,4
199904150003,9.685669052
199904150004,10
199904150005,13
199904150006,13
199904150007,13
199904160001,10
199904160002,10
199904170001,8.509522646
199904170002,8.51298303
199904180001,4.0254777
199904180002,4
199904190001,10.00048834
199904200001,4
199904200002,10.07175188
199904200003,9.05095542
199904200004,8.21787747
199904200005,11.00224299
199904210001,9.0082243
199904210002,10
199904210003,12.01834634
199904210004,9.016157246
199904230001,9.503662556
199904240001,10
199904240003,10.00170919
199904240004,9.5
199904260001,9.08941615
199904260002,9.06393843
199904260003,10.00268587
199904260004,9.50024417
199904270001,8
199904270002,9.51298303
199904270003,12.00224299
199904270004,9
199904280001,4
199904280002,10
199904290001,9.515668906
199904300001,8.532802812
199904300002,9
199905000002,10
199905010001,9.103131672
199905010002,9.5
199905010003,9
199905010004,10
199905020001,9.01298303
199905030001,9.01298303
199905030002,10.03821656
199905030003,8.0387049
199905030004,12
199905030005,10.08941615
199905030006,12
199905030007,8.50024417
199905030008,12
199905040001,13
199905040002,10.0254777
199905040003,13
199905040004,13
199905050001,12.05580008
199905050002,13
199905050003,13
199905050004,13
199905060001,9.01298303
199905060002,8.513715542
199905060003,9.0132272
199905070001,12.01360103
199905070002,10.00024417
199905070003,12.00037383
199905070004,9
199905070005,13.12738854
199905070006,10.01518056
199905080001,9.000732512
199905090001,9.03846073
199905090002,9.01298303
199905090004,10
199905090005,14
199905100001,11.51273886
199905100002,11.50024417
199905100003,8.10239916
199905110001,8.58966032
199905110002,10
199905120001,9.102887502
199905120002,8.28025478
199905120003,11.06174007
199905130001,10
199905130002,8.00024417
199905130003,10.01371554
199905130004,9
199905130005,12.00037383
199905130006,12.00224299
199905150001,8.01273886
199905150002,9.065403454
199905150003,8.53846073
199905150004,8.03821656
199905150005,11.03202774
199905160001,14.05437381
199905160002,9.56369426
199905160003,9
199905160004,10
199905160005,10
199905160006,12.00037383
199905160007,13.01482189
199905180001,9.001220852
199905180002,9.51273886
199905180003,8.5
199905180004,10.00219753
199905180005,10
199905180006,4
199905190001,10.0041509
199905200001,9.01273886
199905200002,9.01273886
199905200003,5.000732512
199905200004,10
199905210001,12.00037383
199905210002,14.00512758
199905240001,10
199905250001,9.5132272
199905260001,9.03821656
199905280001,10.0132272
199905280002,9.0254777
199905280003,10
199905280004,9
199905290001,8.61464968
199905300001,9.514936394
199905300002,9.540414094
199905300003,8.53846073
199905300004,12
199905300005,7
199905300006,7
199905300007,7
199905300008,9.077409802
199905300009,10.01395971
199905310001,2
199905310002,12.05383178
199906000001,8.50048834
199906000002,11.00299065
199906010002,4
199906010003,4
199906010004,9.01273886
199906010005,9.01273886
199906010006,6.0254777
199906010008,9.039338056
199906010009,9.141592402
199906020001,6.0254777
199906020002,10.00048834
199906020003,11.14162271
199906020004,9.141348232
199906020005,9.51298303
199906030001,8.038590392
199906030002,8.0254777
199906030003,8.0254777
199906030004,10.00683677
199906030005,9.077165632
199906030006,9.03821656
199906030007,4
199906030008,8.80254778
199906030009,11.00261682
199906040001,4
199906040002,8.02572187
199906040004,8.0254777
199906040005,9.243014902
199906050001,9.01298303
199906050002,8.01273886
199906050003,3
